x_current, y_current, x_speed, y_speed, theta, azimuth
0.0 0.0 0.0 0.0 0.0 0.7853981633974483
0.001954768762233638 0.0 -0.07614412161030867 -0.0 0.0 0.7853981633974483
0.003909537524467276 0.0 -0.04649691739736178 -0.0 0.0 0.787356758260178
0.005864306286700914 0.0 -0.03412338698854464 -0.0 0.0 0.789323025241677
0.00781855815768152 4.495040125774703e-05 -0.02689161774853985 -0.0006185430988791999 0.022997279555689854 0.7912969942161109
0.011723961098842025 0.00022470446210923054 -0.04406757698896261 -0.002028299265145114 0.045994559111379715 0.7932332231434314
0.013676662569422276 0.0003145814925349723 -0.018278362689190693 -0.0008412985724136163 0.04599455911137973 0.7970359569865991
0.015626780950386523 0.00044933762052111085 -0.01591816387543177 -0.0010999691861995422 0.06899183866706958 0.7989490199314516
0.01757689933135077 0.0005840937485072494 -0.014229776422304252 -0.0009832990609677892 0.0689918386670696 0.8008223643907627
0.020493365218907107 0.0008869943638585463 -0.01911878774595447 -0.0019856541431632208 0.10348775800060439 0.8027035557411175
0.02340615543458611 0.001223409606534362 -0.017219712400943374 -0.001988805680199221 0.11498639777844935 0.8054302038448279
0.026305610106263064 0.0016600841569156084 -0.015779270627142777 -0.002376448914259587 0.14948231711198415 0.8081371368421887
0.030171549668499 0.0022423168907572703 -0.019324855428973754 -0.002910434378596112 0.14948231711198418 0.8107473168932049
0.03402307838792821 0.0029132939236203317 -0.017864884191384118 -0.003112251747392804 0.17247959666767404 0.8142550051783264
0.03690574759814778 0.0034497082042953065 -0.012475961353982276 -0.002321558023966074 0.183978236445519 0.8176898724076046
0.038818795582375325 0.0038514149678024155 -0.00778363943049695 -0.001634428738698767 0.20697551600120886 0.820246998868579
0.04262540513551087 0.004742598094435146 -0.014522207222097594 -0.003399861702952151 0.22997279555689876 0.8219078833669167
0.04547248818710486 0.005443768653847216 -0.010281226797354834 -0.0025320278384248843 0.2414714353347437 0.8251436864971287
0.04831132069192129 0.006177629720846697 -0.009704484148333218 -0.0025086873141308744 0.2529700751125886 0.827549354338823
0.051123154111915765 0.00700896291172875 -0.009088542966606772 -0.002687075049030713 0.2874659944461234 0.8299305198412048
0.054845785021408244 0.008203325824292992 -0.011495425575114102 -0.0036881738493195378 0.3104632740018133 0.8322008802794123
0.05760520283130348 0.009194857672744153 -0.008128910544705638 -0.002920932694346906 0.3449591933353481 0.8351382167724141
0.06032878197444272 0.010280969410603982 -0.007577961223925104 -0.0030219472986803236 0.3794551126688829 0.8372273456430774
0.0639602208319617 0.011729118394417088 -0.00971115773443998 -0.0038726256331315678 0.3794551126688829 0.8391963603970785
0.06486385768483789 0.012101570628368152 -0.0023184144210098637 -0.0009555814679105455 0.39095375244672786 0.8418462999449096
0.06844319078417825 0.013674103050668022 -0.008849873959123502 -0.0038880744953728335 0.41395103200241773 0.8424977940267604
0.07023285733384843 0.014460369261817957 -0.004243587513439462 -0.001864363770161615 0.41395103200241773 0.8449964391215131
0.07200397025949275 0.015287581398104677 -0.004057693594277773 -0.0018951775112241078 0.4369483115581076 0.846256028983464
0.07464619661203105 0.016558864984883064 -0.005846374897119784 -0.0028129310124098503 0.4484469513359525 0.8474591147382751
0.07727363058071271 0.017860445868377314 -0.005616567982117809 -0.0027823410991517587 0.4599455911137975 0.8492282089058001
0.07988592477341776 0.019192151957129436 -0.005409111612071388 -0.0027574791877005883 0.4714442308916424 0.8509637050199768
