x_current, y_current, x_speed, y_speed
0.0 0.0 0.0 0.0
0.0 0.0 -0.0 -0.0
0.001954768762233638 0.0 -0.045876667105975946 -0.0
0.003909020633214244 4.4950401257747056e-05 -0.0337664015335304 -0.0007766723013041241
0.006836329042221025 0.00021343640844576086 -0.03950622570805978 -0.002273845218405902
0.00878476902550279 0.00037060684254002743 -0.02142353346206122 -0.001728124080267491
0.010729079617207015 0.0005725405861075586 -0.018375171396637274 -0.0019084230496145172
0.01364186983288602 0.0009089558287833741 -0.023951583004852825 -0.002766308938307514
0.014614025128738132 0.0010099227005671396 -0.006948907770331039 -0.0007217051461610896
0.017526815344417135 0.001346337943242955 -0.018845012922794883 -0.002176521179426254
0.020435544767077735 0.0017162233333417036 -0.01639092789711823 -0.0020843343874042634
0.024301484329313672 0.0022984560671833656 -0.01995277976736348 -0.003005003395597223
0.02623445411043164 0.0025895724341041962 -0.009204929851269698 -0.00138631537970184
0.03006953510008893 0.0033489389187392284 -0.017064159193297537 -0.003378794506507895
0.03390461608974622 0.004108305403374261 -0.015836077317493022 -0.0031356277469560974
0.038687236050315085 0.005112572312142032 -0.018535546935494265 -0.0038921420846105993
0.04154968985381086 0.005748088070335733 -0.010275266392469224 -0.0022812922619318567
0.04440464701866253 0.006416475415310281 -0.009639271281531834 -0.0022566947829100684
0.04818975702508444 0.007394956837976255 -0.012127248314026671 -0.0031349913643724243
0.05101996364046813 0.008161411383463699 -0.008637422737570772 -0.0023391196538526263
0.05384117016425535 0.008960358068919238 -0.008209816819371394 -0.0023249648264774166
0.05667137677963904 0.009726812614406681 -0.007875942749898009 -0.002132901565506314
0.06134152435179164 0.01116616224725998 -0.012456015542959739 -0.003838971064957233
0.064133497533911 0.012061934431683161 -0.0071257617868803564 -0.0022862179487940985
0.06599481298865724 0.012659115887965281 -0.004565817762653479 -0.0014648896261337458
0.06877630166256046 0.013586932040555917 -0.006579604769965524 -0.0021947468779981902
0.0706306274451626 0.014205476142283008 -0.004220264725292488 -0.0014077460811084722
0.0743392790103669 0.015442564345737191 -0.008164921338337346 -0.0027235580620613166
0.07710991541524298 0.01640230179318587 -0.005894354765016074 -0.0020417810819844764
0.07895700635182704 0.017042126758151654 -0.0037883638524305444 -0.0013122741935173328
0.08171642416172227 0.018033658606602814 -0.005490224122182594 -0.0019727828285943934
0.08444000330486151 0.019119770344462644 -0.005258771499602713 -0.0020970983959944516
0.08803718136479734 0.020651042253802737 -0.0067380825172547 -0.002868314081086046
0.0907216811893026 0.021830441570527638 -0.00488009897146895 -0.002144006619021139
0.09249279411494692 0.022657653706814357 -0.0031359991001733718 -0.0014646928930880617
0.09599603940652247 0.02439309488480669 -0.006027682556146811 -0.0029859994505547862
0.09860833359922752 0.02572480097355881 -0.004370475550256417 -0.002227999019892897
0.10204964095525043 0.027580033394739602 -0.005612156788781319 -0.003025552253876528
0.10461445171276477 0.02900104283672044 -0.004078859400510814 -0.002259853949714167
0.10798972649211763 0.030973859051952428 -0.005235713131672283 -0.0030602248526997093
0.11050400207319888 0.03248248105843334 -0.0037860319561426325 -0.002271704489855668
0.11300076472021871 0.034019913444103204 -0.00366460794674437 -0.0022565568837041344
0.11464126391535762 0.03508287313503838 -0.0023498448814902434 -0.001522579466284324
0.11787250867210863 0.03728367775544129 -0.004529925981458846 -0.0030853379364867597
0.11948813105048414 0.03838408006564274 -0.002214728489696516 -0.0015084541902554626
0.12189242513175325 0.04006243998736225 -0.003226838132440316 -0.002252551315397052
0.1242772618375527 0.041768334457349066 -0.0031334027091778835 -0.0022413502529668554
0.12745704411195197 0.04404286041733148 -0.004097599537622581 -0.0029310486434783564
0.13063682638635124 0.04631738637731389 -0.004007946042319558 -0.0028669187173159076
0.13143825774677428 0.04687683968455373 -0.0009893784023199694 -0.000690653057296639
0.13301496708927774 0.04803230866426143 -0.0019116577278750527 -0.0014009311322218548
0.1345916764317812 0.04918777764396914 -0.0018736576400893471 -0.001373083309240837
0.13616838577428464 0.05034324662367684 -0.0018385306158016025 -0.001347340969914374
0.13932180445929154 0.05265418458309225 -0.003613130849327781 -0.0026478314699362945
0.141666783078719 0.0544144678928149 -0.0026401511803184896 -0.001981857753139741
0.14399136625717104 0.05620159830286273 -0.002571564201672211 -0.001977008449858572
0.14551328157964608 0.05742833978541729 -0.0016532830681756702 -0.0013326305952671993
0.14849988889703028 0.059951167640615664 -0.003193901150367332 -0.0026979317776379312
0.15076145264178636 0.06181740757279608 -0.00237556801919888 -0.001960316134939544
0.15300140812982452 0.06370952846419486 -0.002312508633594758 -0.0019534075210561283
0.15521945920036773 0.0656272801437723 -0.0022551502816237816 -0.0019498280710120558
0.15669815991406322 0.06690578126349057 -0.0014772559676829275 -0.0012772519762116572
0.1581470701651067 0.06821794741083072 -0.0014261251832984835 -0.0012915314706661923
0.1595959804161502 0.06953011355817086 -0.0014039223855230618 -0.0012714241109479725
0.16104489066719369 0.070842279705511 -0.0013808994617875705 -0.0012505740264677583
0.16249380091823717 0.07215444585285115 -0.0013554331815104996 -0.0012275111826137773
0.1646443909265394 0.07414755515046896 -0.0019834804174047745 -0.0018382365984733692
0.16677192122146048 0.07616526100124428 -0.0019303526648420642 -0.0018307066532540469
0.1688761105067744 0.07820729662963818 -0.0018823935174523273 -0.0018267912759197921
0.17095668057233945 0.0802733920432952 -0.0018327910872755885 -0.0018200402487205274
0.17301335633088252 0.08236327406874097 -0.0017839690273473462 -0.0018127722800828291
0.17435207270127742 0.08378768952549548 -0.0011456080089585724 -0.0012189450965337802
0.1763845822247651 0.08590108184425502 -0.0017171544832233778 -0.0017854878675995424
0.17839265678035743 0.08803770502938678 -0.0016689001575317902 -0.0017757362446140105
0.17905378147555126 0.08875756221373376 -0.0005422364087938434 -0.0005904071914456538
0.1797065852686458 0.08948497367650601 -0.0005289857135499521 -0.0005894424569056724
0.1810121928548349 0.09093979660205052 -0.0010427726049788324 -0.001161949048014525
0.18228400118421173 0.09242425761101378 -0.0010030548030056704 -0.0011707705560041793
0.18352133765895937 0.09393757164387792 -0.0009642389275431629 -0.0011793043605075552
0.18413126466228374 0.094701292325192 -0.0004691425421442926 -0.0005874372834240682
0.18531567220828074 0.09625638064383818 -0.0009006409588373104 -0.0011825120830374623
0.18589889632831974 0.09704068278858588 -0.000438087184712243 -0.0005891263868396268
0.18647306368310415 0.09783163922047766 -0.0004259300638058241 -0.0005867490039202671
0.1881681677071905 0.10022415764330878 -0.001243442491228991 -0.0017550303849935515
0.1892982370565814 0.10181916992519618 -0.0008195749547538583 -0.001156771590579211
0.19042830640597228 0.1034141822070836 -0.0008106703906931541 -0.0011442034335458998
0.19215080847032553 0.10578705150275892 -0.0012208000772093537 -0.0016817390697617589
0.19384591249441188 0.10817956992559004 -0.0011886462222110202 -0.0016776893597437476
0.19610605119319366 0.11136959448936486 -0.0015672217058368828 -0.002212021652120476
0.19836618989197544 0.11455961905313966 -0.001549079345506169 -0.002186415004558967
0.19949625924136632 0.11615463133502707 -0.0007641102190996393 -0.0010784870723522522
0.20288646728953902 0.12093966818068928 -0.0022692605298491758 -0.0032028993776909874
0.20455394915134908 0.12335151939844596 -0.0011005394247043689 -0.0015918238227678007
0.20566560372588913 0.12495942021028375 -0.0007260321938500991 -0.001050135339383603
0.20677725830042917 0.12656732102212154 -0.0007190015541780626 -0.0010399661991710657
0.20847236232451552 0.12895983944495265 -0.001083247225277009 -0.0015289261933956165
0.20904652967929993 0.12975079587684443 -0.0003631715681060732 -0.0005002947055072049
0.21019486438886878 0.131332708740628 -0.0007195204514978441 -0.0009911906768081203
0.21194453674898578 0.1336856151748711 -0.001081555310262438 -0.0014544428468516997
0.21366703881333904 0.13605848447054644 -0.001054562549641341 -0.00145273503364571
0.2142320734880345 0.13685599061149015 -0.0003425969176047628 -0.00048355111269135574
0.21589955534984456 0.13926784182924684 -0.00100139943158703 -0.0014484274125250605
0.21697394188910177 0.1409008802482889 -0.0006390628502965863 -0.0009713582110200099
0.21855724919855582 0.1433688065072945 -0.0009328105291027266 -0.0014539865923080483
0.2196127874048585 0.1450140906799649 -0.0006158722430721723 -0.0009599698503220982
0.2206683256111612 0.1466593748526353 -0.0006101462616335075 -0.0009510446720786326
0.2217238638174639 0.1483046590253057 -0.0006049119211590268 -0.0009428858224172863
0.2233354436263497 0.1507542166538688 -0.0009146490183008014 -0.0013902417167819215
0.22388199003623338 0.15156450502864308 -0.00030745764988857326 -0.0004558247111954454
0.22554947189804345 0.15397635624639977 -0.0009298783756867361 -0.001344979123389777
