x_current, y_current, x_speed, y_speed, theta, azimuth
0.0 0.0 0.0 0.0 0.0 0.7853981633974483
0.0009773197675744334 -1.1238343265913153e-05 -0.03827535981788954 0.0004401339730673371 -0.011498639777844929 0.7853981633974483
0.002931959302723301 1.1238343265913156e-05 -0.04614916166616775 -0.0005306759746870808 0.011498639777844929 0.7863876771364863
0.004886598837872168 3.371502979773947e-05 -0.033494653754332845 -0.00038515993327171765 0.011498639777844932 0.7883274976122316
0.006841238373021035 5.619171632956577e-05 -0.02623842211649971 -0.00030171946202724604 0.011498639777844927 0.7902750043205067
0.009772616179491943 0.00012361731821618633 -0.0324293184728188 -0.0007459176063815269 0.022997279555689865 0.792230228174187
0.011725317650072196 0.00021349434864192807 -0.018509147176156697 -0.0008519208947037042 0.045994559111379715 0.7951432969261467
0.01562555441200069 0.0004830066046142051 -0.03214467490681813 -0.002221245626983 0.06899183866706958 0.7970485577219811
0.017572058380204248 0.0006625705641724615 -0.013622624166717362 -0.0012566798603587323 0.09198911822275943 0.8007874144775872
0.020480787802864848 0.00103245595427121 -0.018256674037690823 -0.0023215899511753635 0.12648503755629423 0.8026200134862466
0.022413757583982816 0.001323572321192041 -0.011050859244629207 -0.0016643229635950503 0.14948231711198412 0.8052714741950275
0.025307999523976686 0.0017935570537530865 -0.01501771612462677 -0.002438668723225453 0.16098095688982905 0.8069977860970424
0.02627448441453567 0.001939115237213502 -0.004630507450437619 -0.0006973810553787289 0.14948231711198412 0.8095629315439484
0.03012601313396488 0.002610092270076563 -0.0171991958695234 -0.002996281802066811 0.17247959666767398 0.8104348218733564
0.03204355362879353 0.0029897755123940795 -0.007943234920537277 -0.0015728028676592924 0.19547687622336385 0.813837664011119
0.03491312560513484 0.0035923356576547426 -0.011206925748726023 -0.0023532592535586597 0.20697551600120878 0.815497652243766
0.039658264024458156 0.004760953256674858 -0.01745594522581627 -0.0042989946753395495 0.2414714353347436 0.8179617580686375
0.04249709652927459 0.005494814323674338 -0.009831473070648482 -0.0025415149733426386 0.25297007511258857 0.8219014187401356
0.045308929949269064 0.006326147514556391 -0.00926166527600526 -0.0027382595611933846 0.28746599444612336 0.8242462220315329
0.0471702454040153 0.006923328970838512 -0.005834521890400758 -0.0018719386175700477 0.3104632740018132 0.8264802912695004
0.049951734077918516 0.00785114512342915 -0.00828592547964633 -0.0027639211949010015 0.32196191377965816 0.8279210328224801
0.05363095782444549 0.009173187588030696 -0.010469756806050369 -0.003762060707701018 0.344959193335348 0.8300518797879369
0.05637879219669804 0.010196382739860205 -0.007506899486530445 -0.002795300632909992 0.35645783311319296 0.8327996405184692
0.05911467982017646 0.01125110591100871 -0.007149720683215618 -0.0027563179156604414 0.3679564728910379 0.834834154482691
0.0618382589633157 0.01233721764886854 -0.006827882707996791 -0.0027228302039858684 0.3794551126688829 0.8368392002881053
0.06454916952194424 0.013454574350721732 -0.006548085051805838 -0.0026989258991419545 0.39095375244672775 0.838814281645506
0.0663564432276966 0.01419947881862386 -0.004198222147773526 -0.0017303823018994754 0.39095375244672775 0.8407588937117909
0.06905432677264847 0.01534793275062893 -0.00604986695130581 -0.002575349666717599 0.4024523922245727 0.8420640639610112
0.07261534166177858 0.016961517769960546 -0.007710468303992953 -0.003493806270041605 0.42544967178026255 0.8439882223662951
0.07437682589680411 0.017809040161146136 -0.0036885968000266284 -0.0017747353725438059 0.44844695133595236 0.8464518135677325
0.07700425986548577 0.019110621044640386 -0.005323216947229113 -0.0026370205682780695 0.45994559111379735 0.8476297810910437
0.07961655405819082 0.02044232713339251 -0.005124011596807738 -0.002612139728121276 0.4714442308916422 0.8493605683317451
0.08133720773620227 0.021369943343982904 -0.0032787452827857293 -0.0017675940914639943 0.4944415104473321 0.8510570893105467
0.08390201849371662 0.022790952785963742 -0.004698183859479556 -0.002602984881018108 0.5059401502251771 0.8521302489080231
0.08727729327306948 0.02476376900119573 -0.006006560497252035 -0.0035107778540693275 0.5289374297808669 0.8537016681897948
0.09060631013576258 0.02681367884875555 -0.0057586152933873916 -0.003545984500863631 0.5519347093365566 0.8556835650985257
0.09308522973360508 0.028379718338517004 -0.004170082751140936 -0.002634419555012408 0.5634333491144016 0.8575523993856166
0.09554597852631345 0.029974157874919766 -0.00403305985674508 -0.002613216801051707 0.5749319888922466 0.858917018434583
0.09716160090468896 0.031074560185121225 -0.002585294627526107 -0.001760847224424825 0.5979292684479365 0.860241898810327
0.09956589498595807 0.032752920106840736 -0.0037412177773239255 -0.0026116231058434486 0.6094279082257813 0.861061862228893
0.10116875770680414 0.033871826721320414 -0.0024337349758905276 -0.0016989116578723907 0.6094279082257813 0.8622482704473916
0.1035921912743674 0.0355224301866226 -0.0035980932771934766 -0.0024506655809788443 0.5979292684479363 0.8630453098478593
0.10599648535563651 0.03720079010834211 -0.0034767041385460953 -0.002426974691353917 0.6094279082257812 0.8643034805885481
0.10841991892319977 0.0388513935736443 -0.0034228598763968833 -0.002331313904719622 0.5979292684479363 0.8655197824352304
0.11086217155731126 0.04047402234426174 -0.003379612031031621 -0.0022454088649480897 0.5864306286700912 0.8668013034935536
0.11328560512487452 0.04212462580956393 -0.003275838965796519 -0.0022311777888561896 0.5979292684479361 0.8681487304612289
0.11490122750325003 0.043225028119765384 -0.0021385462189888282 -0.001456566355693884 0.597929268447936 0.8694547158887154
0.11651684988162554 0.04432543042996684 -0.0020943330356373202 -0.0014264527042908376 0.5979292684479359 0.8703322338742392
